country_code,country_name,year,Central govt debt (% of GDP),Current account (% of GDP),Expense (% of GDP),Exports (% of GDP),External debt stocks (% of GNI),FDI net inflows (% of GDP),GDP (current USD),GDP growth (annual %),Imports (% of GDP),"Inflation (CPI, annual %)",Official exchange rate (LCU per USD),Real interest rate (%),Revenue excl grants (% of GDP),"Total reserves (includes gold, USD)",Unemployment (% of labor force),GDP_trillion_usd,trade_openness_pct,fiscal_balance_pct_gdp
IT,Italy,2024,,1.08253400174467,,32.505041554007,,1.13001784266315,2380825077243.59,0.692676948440536,30.3187269579455,0.982373023061417,0.923889546117607,3.23429287161478,,290547246726.359,6.5,2.38082507724359,62.8237685119525,
JP,Japan,2018,,3.51661817468288,16.0713191758764,18.3149455985223,,0.501685482403774,5040880939324.86,0.643391023533141,18.2949862035848,0.989094598021848,110.42317934106,,,1270467038786.78,2.467,5.04088093932486,36.6099318021071,
JP,Japan,2019,,3.45076611445327,16.4238978704123,17.4635264275221,,0.780785313301259,5117993853016.51,-0.402169200894946,17.7528916808924,0.46877615938395,109.009665900863,,,1322443255598.64,2.351,5.11799385301651,35.2164181084145,
JP,Japan,2020,,2.96847858242383,23.6059009054084,15.5331828643222,,1.23830386396694,5054068005376.28,-4.16876457146743,15.8020257724508,-0.024995834027731,106.774582262437,,,1390808939303.36,2.809,5.05406800537628,31.335208636773,
JP,Japan,2021,,3.89996604353178,21.6186499931383,18.1091919388618,,0.695100892094565,5039148168861.22,2.69657404187188,18.629254289208,-0.233352779398264,109.754323839417,,,1405748991418.92,2.808,5.03914816886122,36.738446228069805,
JP,Japan,2022,,2.11637961936876,20.9311943137094,21.5464241239166,,1.12971840820326,4262463317796.53,0.941998775483285,25.2665627129772,2.49770278172255,131.498140443764,,,1227573263129.26,2.614,4.26246331779653,46.8129868368938,
JP,Japan,2023,,3.71672795030716,,21.8515912402593,,0.474278368651713,4213167237905.83,1.47503481053384,23.2992883238654,3.26813365933163,140.49110006234,,,1294636035263.82,2.6,4.2131672379058305,45.1508795641247,
JP,Japan,2024,,4.82314808005734,,22.7689998646748,,0.401239653950032,4027597523550.58,0.104309021773304,23.6379517504111,2.73853681635241,151.366291302752,,,1230666979042.45,2.5,4.02759752355058,46.4069516150859,
KR,"Korea, Rep.",2018,35.5200546743369,4.24648147146115,23.5674300593436,39.4523497931837,,0.66781363782051,1824251454306.83,3.17611568177327,35.2551664208987,1.47583935002645,1100.16333333333,3.07847583379285,25.9611385440622,403082233385.987,3.824,1.82425145430683,74.7075162140824,2.3937084847186014
KR,"Korea, Rep.",2019,37.6954834089265,3.40802631398853,25.9471764437754,37.0413266370488,,0.550202642546341,1751045752054.63,2.31380210595475,34.4057366033023,0.383000303608136,1165.3575,4.09560933285802,26.2939664579579,408819161841.749,3.746,1.7510457520546299,71.4470632403511,0.3467900141824991
KR,"Korea, Rep.",2020,43.7757991738024,4.35201499780346,28.0256629437299,34.6152001987888,,0.502554290313687,1744070276373.34,-0.700242317542106,30.9297576618322,0.537288023411737,1180.26583333333,1.19550220518032,26.3065329320637,443462937570.176,3.931,1.74407027637334,65.544957860621,-1.7191300116661985
KR,"Korea, Rep.",2021,45.8328934496037,4.38797327644752,28.5464738099917,39.3388192669479,,1.13577953855347,1942313560965.9,4.61296795454287,35.9674854941434,2.49833333333339,1143.95166666667,-0.287216232726005,28.0245804495307,463281305723.059,3.639,1.9423135609659,75.3063047610913,-0.5218933604610001
KR,"Korea, Rep.",2022,47.6110651969645,1.43543011179305,31.2975333759802,45.294860984133,,1.39186469730544,1799363116866.52,2.72756456708991,45.2902865437219,5.08951365062842,1291.44666666667,2.44052857732634,29.7729228770863,423365991593.016,2.857,1.79936311686652,90.5851475278549,-1.5246104988938995
KR,"Korea, Rep.",2023,48.5543799498432,1.77914588984233,28.3225119832631,41.3214807367697,,1.03221435142435,1844800934391.54,1.58301467403629,40.9365283348931,3.5974562502901,1305.6625,3.08772627466291,27.3522982787223,420930029064.025,2.675,1.8448009343915401,82.2580090716628,-0.9702137045408001
KR,"Korea, Rep.",2024,,5.28119455498379,,44.3582383593234,,0.811874572082119,1875388209406.8,2.00361101838986,40.2842567598803,2.32174328643542,1363.375,0.634469260614764,,418218648901.669,2.784,1.8753882094068,84.6424951192037,
MX,Mexico,2018,,-2.06414074457574,19.8697097098835,39.0439304419331,49.1902287834628,3.01417850463095,1256300182879.73,1.97208209405635,41.1687312149645,4.89935015356551,19.2443416666667,2.69522693587484,18.3342427397029,176390278595.584,3.275,1.25630018287973,80.21266165689761,-1.5354669701806003
MX,Mexico,2019,41.3273940507878,-0.296844402044544,19.8103353511537,38.5296507920009,48.7169187460769,2.29651449578107,1304106203902.45,-0.392690505066824,38.9323214651119,3.63596142127046,19.2636333333333,3.93998795588135,18.519167062902,183056094117.556,3.477,1.30410620390245,77.46197225711279,-1.2911682882517006
MX,Mexico,2020,45.8373464334068,2.39690767800282,21.6980704238964,39.2353720904115,56.8349663684666,2.81338849125769,1121064767308.42,-8.35403458167995,37.6191836151901,3.39683415570006,21.4856083333333,1.64584208356017,18.6445328292561,199069188921.046,4.44,1.12106476730842,76.8545557056016,-3.0535375946403
MX,Mexico,2021,44.8609557938384,-0.346548814054211,20.8923836626833,40.5691932010194,46.8965782589805,2.70547578986932,1316569466685.95,6.0484834621255,42.5001044347701,5.68920847683753,20.2724083333333,0.386354456627097,18.3430886499068,207799490381.042,4.019,1.31656946668595,83.0692976357895,-2.5492950127765006
MX,Mexico,2022,43.9694401399305,-1.28978094141973,22.3057833165138,42.9322902133702,40.8971913213688,2.6714140927358,1466934724293.06,3.70975709163623,45.8661953733484,7.8962761916855,20.12735,1.41798509602471,19.2711611460256,201118689946.087,3.256,1.4669347242930602,88.7984855867186,-3.0346221704881984
MX,Mexico,2023,45.0297603114434,-0.700390860917119,22.4106159687135,36.0693951643755,34.0722892134803,1.70739186154278,1798317581486.88,3.35354140652768,37.509466472149,5.52796087314389,17.7587166666667,6.62929489524065,19.0449981031982,214316827085.02,2.765,1.79831758148688,73.5788616365245,-3.3656178655153006
MX,Mexico,2024,,-0.901772757867301,,36.7033688165177,32.8920519832698,2.44924957519445,1856365616165.94,1.42742769080466,37.8855391659966,4.72225588452932,18.3048583333333,6.02283547069742,,232035392464.815,2.678,1.8563656161659399,74.5889079825143,
NG,Nigeria,2018,,1.72693303668361,,,16.9165675219792,0.183821495682229,421739251509.08,1.92275734200614,,12.0951065173432,306.083688245234,6.05597715767894,,42838869124.791,5.069,0.42173925150908004,,
NG,Nigeria,2019,,-2.04801100743442,,,17.479665389895,0.344961215904222,668219992691.462,2.20842927714892,,11.3964223378116,306.920951495222,-25.7765299378193,,38335890478.7729,5.206,0.668219992691462,,
NG,Nigeria,2020,,-2.67061135743196,,,20.4924439613801,0.398484830422215,598586817819.073,-6.36889840510109,,13.2460234276597,358.810797258297,2.14785084959324,,36729565817.615,5.714,0.598586817819073,,
NG,Nigeria,2021,,-0.534215770594035,,,22.2682603874306,0.543909122152652,609147716972.859,1.10925253938163,,16.9528457221608,401.152029220779,-1.02433535391556,,40476363167.0316,5.404,0.609147716972859,,
NG,Nigeria,2022,,0.157446238586316,,,22.1867351582616,-0.0288727652154093,646950257577.814,4.31882949523192,,18.8471877843274,425.979158066857,3.96855873884367,,35563949955.4969,3.827,0.646950257577814,,
NG,Nigeria,2023,,1.31788745937756,,,29.036832236491,0.384195197914633,487387801880.597,3.32684556421316,,24.659550203114,645.194067883201,2.87664578502372,,32034797236.9329,3.074,0.487387801880597,,
NG,Nigeria,2024,,6.82436415121879,,,60.0447244122839,0.428249682662515,252261880141.151,4.06236408888319,,33.2420966545406,1478.96519740023,,,38612493466.5986,3.045,0.252261880141151,,
PL,Poland,2018,,-1.96597240687912,33.0589633854181,52.232575443975,,3.34803923662527,594616687350.017,6.2458584723942,50.2098867240303,1.81295156542679,3.61171666666667,,34.1003647349327,116956636327.589,3.835,0.5946166873500169,102.4424621680053,1.0414013495145937
PL,Poland,2019,,-0.272945793712772,33.827053466204,52.6128934811742,,3.15455649244208,602683770144.88,4.58045817256199,48.9681403361987,2.227478809383,3.839375,,34.1467261960069,128392157887.295,3.267,0.6026837701448801,101.5810338173729,0.3196727298029032
PL,Poland,2020,,2.39835922164097,40.522296880667,52.4338855199248,,3.31499059495462,605914237903.742,-2.03556882399977,46.8252057104188,3.37446972618589,3.89974166666667,,34.7081923171819,154219192491.435,3.155,0.605914237903742,99.2590912303436,-5.8141045634851025
PL,Poland,2021,,-1.30156521580162,36.9985474454804,57.0379760723016,,5.44306737738578,689170230665.35,6.92718266052501,53.836306949643,5.05502704719272,3.86191666666667,,35.7886364097481,166030186476.158,3.268,0.68917023066535,110.8742830219446,-1.209911035732297
PL,Poland,2022,,-2.27455866454271,36.0632407243175,62.3525162455456,,6.00626096603428,695607470875.276,5.25545697386036,60.6688166147992,14.4294507575758,4.45775833333333,,33.8091813534998,166663927036.393,2.811,0.695607470875276,123.0213328603448,-2.2540593708177
PL,Poland,2023,,1.53683077845046,39.0982392627941,57.8812710195434,,4.38918673390545,812451193396.143,0.249610834017872,52.1436640222717,11.5289127961105,4.20366666666667,,35.8946310017879,193783277723.378,2.743,0.8124511933961429,110.0249350418151,-3.2036082610062024
PL,Poland,2024,,0.30454349270969,,52.1798133919011,,2.24523191798779,917767106146.761,3.02841630700273,48.1796294552629,3.7842600751287,3.98078333333333,,,223114909804.172,2.807,0.9177671061467609,100.35944284716399,
RU,Russian Federation,2018,16.1685789853238,6.97989872935135,28.9441478427563,30.7932568020743,29.548796109,0.530060790633169,1657328773461.31,2.80724541059601,20.7876435683221,2.87831382614981,62.6681333333334,-1.02848259453331,27.5163963231875,468645216082.719,4.871,1.65732877346131,51.5809003703964,-1.427751519568801
RU,Russian Federation,2019,17.2760484379376,3.87612476973049,29.6140297769421,28.4334306799759,29.6288697909038,1.88851731564914,1693115002708.32,2.19807571335009,20.7953229819275,4.47202631837903,64.7376583333333,5.31670923072754,27.4804517541099,555179461638.925,4.513,1.6931150027083202,49.2287536619034,-2.1335780228322
RU,Russian Federation,2020,22.992021036968,2.36911533657246,35.2998185923772,25.5221855113549,31.6125814211445,0.634851184443604,1493075894362.14,-2.65365450102773,20.4447226915578,3.38219796948068,72.1049083333333,5.8252621205664,27.6767173115632,596769862769.564,5.62,1.4930758943621398,45.9669082029127,-7.6231012808140015
RU,Russian Federation,2021,21.0287512612177,6.83107025995823,30.78279492703,30.0024195364041,26.4340953468359,2.21136527873962,1829186719575.1,5.86649177292595,20.5837759257711,6.69445891957612,73.65435,-9.3292456683571,26.5756609925752,632241824796.464,4.749,1.8291867195751002,50.5861954621752,-4.207133934454799
RU,Russian Federation,2022,19.2884758032917,10.3741278519981,31.3980432829166,27.7203033526803,16.757438584072,-1.73680981421063,2291612121334.64,-1.43588213859842,15.0624830768008,13.7436797398232,68.4849416666667,-5.69068856297008,27.0035017836906,581709956946.206,3.867,2.2916121213346403,42.7827864294811,-4.394541499226001
RU,Russian Federation,2023,18.5032227571465,2.38456738994872,29.6042548935718,22.4927119538767,,-0.484918766027148,2071505725030.58,4.08252481259281,18.3416144566506,5.86571931748967,85.1620083333333,3.35553421597221,28.7334121058827,597217063819.197,3.076,2.07150572503058,40.8343264105273,-0.8708427876890994
RU,Russian Federation,2024,,2.91467965545248,,21.91660028345,,-0.430126781944773,2173835806671.66,4.34437475491529,17.5915644825897,8.43486410496723,92.5524,,,,2.43,2.17383580667166,39.5081647660397,
SA,Saudi Arabia,2018,,7.89890750977747,26.7955295916704,35.5209831625769,,1.36945683303735,886564800000.0,3.2269508901591,23.5819273071372,2.46594308994843,3.75,,27.2458971226168,509468527336.473,6.029,0.8865648,59.1029104697141,0.4503675309463979
SA,Saudi Arabia,2019,,3.64484004485363,26.7097064575879,32.159204977113,,0.346411455797861,888890133333.333,1.65158925617395,24.6346155115383,-1.1929864453332,3.75,,27.8140023663967,514962537825.302,5.636,0.888890133333333,56.7938204886513,1.1042959088088011
SA,Saudi Arabia,2020,,-4.51692116727614,31.9689061537757,23.8098115262185,,0.211115523412857,767951200000.0,-3.80478901996312,23.7233476988295,3.37234961012303,3.75,,27.1487389650106,472850970844.846,7.66,0.7679512,47.533159225047996,-4.820167188765097
SA,Saudi Arabia,2021,,4.56976271965319,25.0127399358585,29.1556614026837,,2.8850612174452,982661066666.667,6.51959698325419,21.728264937195,3.06328988941548,3.75,,26.200573927287,473889603512.936,6.621,0.982661066666667,50.8839263398787,1.1878339914284979
SA,Saudi Arabia,2022,,11.7294510759776,21.9700445283442,35.9850098955522,,2.1556449627378,1239075200000.0,12.0005874752929,20.839154879381,2.47407371925372,3.75,,27.2926931956995,478231707665.7,5.589,1.2390752,56.8241647749332,5.322648667355299
SA,Saudi Arabia,2023,,2.12936776093395,24.2191318731543,30.2425196271434,,1.87131032249407,1218584533333.33,0.542592439393161,23.9264922012249,2.32708518362699,3.75,,26.5289126925841,457948635287.488,4.008,1.21858453333333,54.1690118283683,2.3097808194298004
SA,Saudi Arabia,2024,,-1.31101792310022,,29.1092122693749,,1.72104243015611,1239804533333.33,1.99650173436159,25.5694929974983,1.68792112375809,3.75,,27.0815901732467,463869589071.029,3.518,1.23980453333333,54.6787052668732,
TR,Turkiye,2018,29.3999927097041,-1.85233343060557,33.1443390183968,31.7278536539697,55.4453574540502,1.57923380202967,788356985773.667,3.46815306092219,31.0972787311468,16.3324638988928,4.82837014720942,,30.2077917567155,92997230040.5605,10.956,0.788356985773667,62.825132385116504,-2.936547261681298
TR,Turkiye,2019,33.4600744646841,1.9351600379275,34.8909170453359,33.0298811646869,55.3071524639806,1.22536076199392,775853144222.613,1.30162365464503,29.548577767937,15.1768215720022,5.67381930843574,,29.2876680765698,105619672447.934,13.73,0.7758531442226131,62.5784589326239,-5.603248968766096
TR,Turkiye,2020,41.0396523800978,-4.22230197946184,33.4510950281809,28.7400043468285,60.3150906136416,1.02531493703228,733628247119.077,1.80306247087255,31.6498487704686,12.2789574462574,7.00860541558522,,29.5197315950517,93584577917.0715,13.148,0.733628247119077,60.3898531172971,-3.931363433129203
TR,Turkiye,2021,41.637512472512,-0.74064931592423,30.2009775804558,35.0536332850518,53.7425891882514,1.50891969619413,839938668172.134,11.811094450607,34.5552643235919,19.5964926913324,8.85040754928315,,29.4977695428913,111184882382.134,11.969,0.839938668172134,69.6088976086437,-0.7032080375644973
TR,Turkiye,2022,35.3300843747051,-4.99763806227356,29.0624088388364,38.1412107474416,50.758322367613,1.48839623728753,926097476913.818,5.44122511322401,41.7570614839925,72.3088359891207,16.5488604173067,,27.2711691136776,128735003395.893,10.465,0.9260974769138179,79.8982722314341,-1.7912397251587997
TR,Turkiye,2023,33.2548360241526,-3.49417299638226,33.0277530817277,31.9135926809724,45.157151097837,0.933806495534912,1141242864657.45,5.04512369812289,33.7696157928943,53.8594087593315,23.7385661219918,,33.0413461483106,140868480001.696,9.388,1.14124286465745,65.6832084738667,0.013593066582899382
TR,Turkiye,2024,26.6192344843666,-0.749968489565428,,27.5682232095509,39.3880494718611,0.860701598247461,1359123768774.12,3.3276230893799,27.0305829100406,58.5064507300343,32.8058614432703,,31.4818867303734,154773780178.169,8.8,1.3591237687741202,54.5988061195915,
US,United States,2018,99.2223695206525,-2.13796218132331,22.3027770799805,12.3609892157496,,1.0457039920427,20533057312000.0,2.96650506901305,15.2493900563462,2.44258329692817,1.0,2.46243186978415,17.5844563482997,449907088828.546,3.896,20.533057312,27.6103792720958,-4.718320731680802
US,United States,2019,100.979786328903,-2.06708055581828,22.6817722119359,11.8768712235892,,1.47787452846554,21380976119000.0,2.58382533412825,14.5768882704583,1.81221007526021,1.0,3.71968036171318,17.4199703478,516700583371.247,3.669,21.380976119,26.4537594940475,-5.261801864135901
US,United States,2020,126.432892675138,-2.81809426941685,32.2719048246125,10.2141055302392,,0.650821071352324,21060473613000.0,-2.16302914036166,13.1874574667002,1.23358439630629,1.0,2.84614797883626,17.9555962011499,628369715338.322,8.055,21.060473613,23.4015629969394,-14.3163086234626
US,United States,2021,120.426823865111,-3.68274086718403,31.7949992963696,10.9604167715559,,2.04998648308338,23315080560000.0,6.05505293244555,14.6491408906374,4.69785886363742,1.0,-1.08716753956254,19.1036787908058,716152260973.711,5.349,23.31508056,25.6095576621933,-12.691320505563798
US,United States,2022,114.751249288826,-3.87872626619871,25.0456420310833,11.7844046293243,,1.62816817042838,25604848907611.0,2.51237531986017,15.529535106212,8.00279982052121,1.0,,20.2406787038664,706644215998.894,3.65,25.604848907611,27.3139397355363,-4.8049633272169
US,United States,2023,116.975041091042,-3.40030482379486,24.8982825568771,11.1844126402687,,1.32618252590589,27292170793214.4,2.88755600749487,14.1059171480679,4.11633838374488,1.0,,17.8684262125916,773426187289.128,3.638,27.2921707932144,25.2903297883366,-7.029856344285498
US,United States,2024,118.110809413059,-4.12262463415284,,11.1074566893674,,1.03321085618604,28750956130731.2,2.79300127716779,14.2711775613413,2.94952520485207,1.0,,17.9111121612255,910036546651.5,4.022,28.7509561307312,25.3786342507087,
ZA,South Africa,2018,59.1023114125426,-3.00051939426577,33.9954978254972,27.4970371508423,45.7412901934993,1.3742911715346,405260723892.517,1.55678384721676,26.9885079767917,4.50987264867388,13.2339264715833,5.85618355804149,28.3643368280035,51642041966.6735,26.906,0.40526072389251705,54.485545127634,-5.631160997493705
ZA,South Africa,2019,64.589278136337,-2.61999067483039,34.6532754617872,27.2021294051151,50.2481328155576,1.31407752293306,389330032224.269,0.25993557687633,26.6958670030255,4.10285075461156,14.4484270548333,5.26841565254553,28.8976157575136,55055893656.867,28.468,0.389330032224269,53.8979964081406,-5.755659704273604
ZA,South Africa,2020,75.7255090818801,2.00352275153333,37.8354162011745,27.5759141603963,52.7841323729174,0.933073684352391,337974655408.055,-6.1689177146757,23.1837449200214,3.23238831615113,16.4591053903333,2.19841383909371,27.8138753856562,55008491995.5568,29.217,0.337974655408055,50.759659080417705,-10.021540815518303
ZA,South Africa,2021,74.0826080100226,3.77241369345008,34.6050550967435,31.1916105051608,41.0418957615734,9.68098022663018,419986284375.368,4.85864865060148,24.9731031225938,4.61874544887136,14.7786782139167,0.59508785972345,30.029204092663,57597149617.2517,34.007,0.419986284375368,56.164713627754594,-4.575851004080498
ZA,South Africa,2022,76.2054429487374,-0.29618259812743,33.4243056296085,33.5394403164272,43.0995184381018,2.26670277731613,407596043067.885,2.05813661692193,31.4076940859128,7.03987272546482,16.3558534845,3.37387624023208,29.6635124487378,60553113006.2543,33.268,0.407596043067885,64.94713440234,-3.760793180870696
ZA,South Africa,2023,79.446907709916,-1.10356312207881,,33.2538127556816,44.1610440626778,1.0127377916456,381440724491.232,0.80610455095804,32.4260632183892,6.0752438457966,18.4502441785,6.47206699043374,29.8093094896124,62491675820.3129,32.098,0.381440724491232,65.6798759740708,
ZA,South Africa,2024,,-0.64279979707505,,31.7919070646303,44.8309798829996,0.580891709673066,401144998373.585,0.534843531905139,29.8548634083947,4.36115246518962,18.3286575505,7.41753982186412,,65434957159.2265,32.279,0.401144998373585,61.646770473025,
